uid,total_facebook_statuses,account_membership_period,service_support_calls,number_of_snaps,total_whatsapp_charge,sub_country_code,total_twitter_tweets,country,total_email_characters,email_plan,total_whatsapp_msg_characters,social_account_number,total_whatsapp_msgs,total_facebook_charge,total_twitter_charge,snapchat_plan,total_email_charge,total_twitter_tweet_characters,total_emails,total_facebook_status_characters,turn_anti_social
566,108,112,1,0,8.31,415,111,UT,13.1,no,184.6,358-5953,78,19.69,20.68,no,3.54,243.3,5,115.8,0
567,93,116,2,0,7.57,510,111,ME,8.8,no,168.2,328-2478,91,38.98,15.68,no,2.38,184.5,3,229.3,0
568,92,92,2,33,10.29,415,92,DE,12.1,no,228.7,361-9845,104,41.33,18.17,yes,3.27,213.8,2,,0
569,78,161,1,0,8.3,415,117,WY,1.3,yes,184.5,406-1349,137,32.23,22.73,no,0.35,267.4,6,189.6,0
570,92,71,0,0,4.95,415,125,KY,14.6,no,110.1,414-5422,123,17.68,16.75,no,3.94,197,8,104,0
571,99,43,2,0,,510,149,MS,6.8,no,173.9,358-3691,126,27.12,10.17,no,1.84,119.7,3,159.5,0
572,111,48,1,43,10.49,510,64,UT,,no,233.1,340-3075,96,29.24,17.02,yes,2.16,200.2,5,,0
573,128,89,1,0,8.34,415,92,CO,7.6,no,185.3,388-8722,120,30.55,25.48,no,2.05,299.8,3,179.7,0
574,88,194,0,0,8.64,408,118,OK,10.9,no,192.1,328-9869,81,27.59,18.16,no,2.94,213.7,2,162.3,0
575,96,82,4,0,9.27,408,102,TX,7.1,no,206.1,400-3446,60,34.05,17.1,no,1.92,201.2,1,200.3,0
576,86,80,1,0,10.68,415,97,OR,9.5,no,237.3,375-4900,145,19.24,15.77,no,2.57,185.5,5,113.2,0
577,80,89,2,29,17.19,415,136,NE,7.5,no,381.9,420-6414,147,27.8,23.36,yes,2.03,274.8,5,,0
578,104,124,0,0,11.18,415,123,AZ,14,no,248.5,360-1406,104,43.1,10.02,no,3.78,117.9,2,253.5,0
579,101,143,1,0,10.71,408,89,NV,7.6,no,237.9,393-5284,61,26.44,18.14,no,2.05,,11,155.5,0
580,67,165,0,0,6.76,510,89,OH,12.8,no,150.2,378-8567,88,35.6,23.27,no,3.46,273.8,1,209.4,0
581,109,114,2,0,9.63,415,97,OH,10.1,no,213.9,369-4012,102,31.93,13.14,no,2.73,154.6,3,187.8,0
582,127,101,1,0,10.85,510,104,HI,10.7,no,241.1,342-5906,116,15.95,12.75,no,2.89,150,2,93.8,0
583,103,158,1,0,13.6,415,95,MI,10.3,no,302.2,348-5569,82,33.3,7.57,no,2.78,89.1,3,195.9,0
584,113,130,1,0,8.79,415,103,ID,18.3,no,195.3,358-3692,99,44.83,15.85,no,4.94,186.5,6,263.7,1
585,95,127,0,25,11.92,415,109,NC,5.1,no,264.9,418-5141,104,13.97,13.88,yes,1.38,163.3,6,82.2,0
586,123,17,1,0,14.18,415,81,RI,8.6,no,315,396-9656,106,27.46,18.21,no,2.32,214.2,5,161.5,0
587,83,117,1,0,5.99,415,101,KS,9.6,no,133.1,372-1493,113,31.42,21.13,no,2.59,248.6,8,184.8,0
588,124,101,1,0,12.53,510,101,NH,10.6,no,278.4,352-5081,98,37.45,16.03,no,2.86,,4,220.3,0
589,112,113,5,0,7.63,415,94,AR,10.3,yes,169.5,338-6714,106,20.77,11.19,no,2.78,131.7,9,122.2,1
590,89,36,0,42,6.22,510,122,ME,20,yes,138.3,363-1069,126,33.46,21.67,yes,5.4,254.9,6,196.8,1
591,127,74,0,0,8.82,415,148,RI,9.1,no,196,344-9403,94,31.91,13.89,no,2.46,163.4,5,187.7,0
592,148,148,2,0,10.15,408,87,NM,9.8,no,225.5,348-6008,99,26.11,22.28,no,2.65,262.1,3,153.6,0
593,85,109,2,0,13.41,415,131,AZ,9.7,yes,297.9,404-3106,84,45.63,12.8,no,2.62,150.6,8,268.4,1
594,131,94,1,0,,415,107,VA,8.6,yes,170.6,384-9254,93,40.05,16.56,no,2.32,194.8,4,235.6,0
595,89,140,0,0,11.23,408,65,PA,16.3,no,249.6,336-7143,85,19.18,13.32,no,4.4,156.7,6,112.8,0
596,85,139,2,43,6.66,415,82,NJ,8.3,no,148,376-2408,105,39.27,18.9,yes,2.24,222.3,5,,0
597,114,84,1,0,9.8,415,107,MN,9.8,no,217.8,333-6296,104,36.74,16.79,no,2.65,197.5,3,216.1,0
598,61,93,1,0,9.98,415,120,MI,17.5,yes,221.7,366-7247,110,36.87,17.63,no,4.73,207.4,5,216.9,1
599,126,126,2,0,12.84,408,112,WY,12.5,yes,285.3,339-9798,104,33.59,20.95,no,3.38,246.5,8,197.6,0
600,90,108,3,42,11.01,415,128,MD,,yes,244.7,375-2184,80,22.12,14.2,yes,3.67,167,5,130.1,1
601,113,87,0,21,6.05,415,114,SD,10.6,no,134.5,370-2957,82,36.38,15.3,yes,2.86,180,5,214,0
602,123,93,0,22,10.81,408,83,DC,11.7,no,240.3,345-1994,107,52.05,16.12,yes,3.16,189.7,2,306.2,0
603,100,55,2,0,8.68,510,121,NM,6.9,no,192.9,382-5478,122,48.74,11.42,no,1.86,134.4,5,286.7,0
604,103,136,2,0,9.02,408,113,OH,10.4,yes,200.4,392-1547,122,31.18,12.06,no,2.81,141.9,9,183.4,0
605,70,126,1,0,6.91,408,80,UT,7.8,no,153.5,338-9472,60,35.97,18.44,no,2.11,216.9,1,211.6,0
606,96,138,0,0,9.4,510,94,UT,12.1,no,209,353-7407,63,35,21.85,no,3.27,257.1,8,205.9,0
607,102,87,2,22,10.11,510,106,OR,7.1,no,224.6,395-1898,115,40.94,6.45,yes,1.92,75.9,3,240.8,0
608,113,74,0,25,10.86,415,82,TN,13.7,no,241.4,400-4344,77,39.85,22.6,yes,3.7,265.9,4,234.4,0
609,120,137,0,0,6.14,408,98,WV,10.2,no,136.5,330-3589,121,29.65,13.29,no,2.75,156.3,5,174.4,0
610,80,149,2,0,8.47,408,127,ND,9.7,no,188.2,372-9852,102,29.82,16.78,no,2.62,197.4,2,175.4,0
611,130,70,0,0,11.73,415,130,WY,11.6,no,260.6,365-6205,96,29.82,13.56,no,3.13,159.5,4,175.4,0
612,72,90,2,0,9.45,408,93,MA,12.2,no,210,406-1730,86,26.84,19.89,no,3.29,234,5,157.9,0
613,118,177,1,0,8.64,415,73,AK,11.3,yes,191.9,384-6132,87,42.28,14.65,no,3.05,172.3,2,248.7,1
614,101,122,2,0,10.68,415,121,MN,13.1,no,237.4,389-2477,89,39.8,17.02,no,3.54,,9,234.1,0
615,79,86,0,0,12.93,510,97,MA,6.2,no,287.4,330-7483,78,29.97,22.03,no,1.67,259.2,3,176.3,0
616,146,53,3,24,11.25,415,136,MN,13.1,no,249.9,358-3261,96,24.77,18.74,yes,3.54,220.5,5,145.7,0
617,103,70,0,0,9.37,510,106,TX,11.1,no,208.3,390-5470,86,10.12,21.86,no,3,257.2,6,,0
618,139,205,2,24,8.13,510,98,ME,7.8,no,180.7,413-4039,64,29.89,13.18,yes,2.11,155,5,175.8,0
619,112,150,0,27,,408,80,MA,7.2,no,251.5,398-2148,111,35.67,13.18,yes,1.94,155,6,209.8,0
620,74,141,1,0,6.77,408,104,AK,10.7,no,150.5,338-8566,79,14.14,16.2,no,2.89,190.6,7,83.2,0
621,74,13,1,0,9.75,415,92,WV,11.3,no,216.7,334-6142,96,24.89,12.62,no,3.05,148.5,3,146.4,0
622,89,65,2,0,8.43,510,88,IL,5.5,no,187.4,369-8871,102,32.64,11.86,no,1.49,139.5,4,192,0
623,114,88,1,25,10.28,415,74,IN,13,yes,228.4,408-4870,117,49.05,17.29,yes,3.51,203.4,5,288.5,0
624,44,99,3,0,10.52,408,105,OR,7.9,no,233.7,353-3372,75,43.59,18.23,no,2.13,214.5,1,256.4,1
625,72,109,0,0,10.62,415,120,MO,11.9,no,236,389-4695,68,34.02,25.58,no,3.21,300.9,5,200.1,0
626,84,101,0,0,4.9,415,115,DC,13.5,no,108.9,361-8367,109,43.74,15.71,no,3.65,184.8,7,257.3,0
627,100,106,3,9,3.6,510,109,KY,8.2,no,79.9,379-2523,86,15.05,27.61,yes,2.21,324.8,4,88.5,0
628,118,63,3,0,,408,90,DE,,no,162.2,363-8755,84,19.91,21.22,no,3,,4,117.1,0
629,102,110,1,0,9.03,408,124,AR,10.2,no,200.7,373-6379,108,9.4,14,no,2.75,164.7,5,55.3,0
630,104,106,2,37,,415,99,NC,10.6,no,140.1,419-3196,90,38,19.98,yes,2.86,235.1,5,223.5,0
631,122,116,1,35,8.72,415,119,MT,11,no,193.8,384-5907,103,31.08,18.08,yes,2.97,212.7,2,,0
632,84,48,2,0,7.09,415,98,ND,16.4,no,157.6,405-2831,99,35.84,16.12,no,4.43,189.6,3,210.8,0
633,133,142,2,0,10.9,408,74,DE,7.4,no,242.2,364-1995,127,31.79,11.44,no,2,134.6,5,187,0
634,129,131,1,0,,415,107,KY,9.9,no,257.2,400-4020,93,28.31,17.87,no,2.67,210.2,5,166.5,0
635,93,47,2,30,10.17,415,140,TN,12.9,no,226,332-3544,118,33.42,20.52,yes,3.48,241.4,4,196.6,0
636,126,117,5,0,10.22,415,97,IN,13.6,no,227,362-5899,56,20.13,21.19,no,3.67,249.3,3,118.4,1
637,126,166,1,28,,415,76,KS,11.4,yes,128.5,334-9163,72,29.89,21.56,yes,3.08,253.6,5,175.8,0
638,105,134,2,34,8.38,510,133,NJ,6.1,no,186.3,373-3959,76,42.02,19.17,yes,1.65,225.5,5,,1
639,140,68,1,39,13.59,415,89,DC,11.3,yes,302,398-2138,72,24.14,20.54,yes,3.05,241.6,5,142,0
640,83,64,3,0,10.74,415,91,KY,12.5,yes,238.6,349-8391,69,24.94,12.61,no,3.38,148.3,3,146.7,0
641,121,90,2,0,,415,104,WY,8,no,226.3,416-2825,103,35.22,24.86,no,2.16,292.5,1,,0
642,93,142,1,0,9.63,415,98,NY,10.9,no,214,337-1151,96,24.72,17.77,no,2.94,209.1,1,145.4,0
643,127,42,0,0,7.1,415,45,IA,9,no,157.7,348-1528,128,26.42,13.95,no,2.43,164.1,3,155.4,0
644,88,102,3,0,,510,89,MI,,no,188.5,381-2726,121,41.17,19.82,no,1.67,233.2,6,242.2,0
645,132,139,1,0,,415,86,UT,12.6,no,170.3,340-7062,128,28.05,21.22,no,3.4,249.7,8,165,0
646,109,87,3,0,13.02,510,86,NJ,14.5,no,289.3,387-2799,83,37.94,10.84,no,3.92,127.5,4,223.2,0
647,114,108,2,0,6.12,408,70,MI,13.8,yes,136.1,341-9890,85,19.57,17.96,no,3.73,211.3,3,115.1,1
648,133,60,1,0,14.78,415,92,MT,14.6,no,328.5,387-4504,112,24.65,17.77,no,3.94,209.1,2,145,0
649,129,50,1,24,14.06,408,55,GA,10.6,no,312.5,377-1218,130,36.43,24.63,yes,2.86,289.8,4,214.3,0
650,96,74,2,0,11.59,408,94,MT,8.3,no,257.6,339-7541,123,29.6,21.34,no,2.24,251.1,5,174.1,1
651,115,123,3,0,8.88,408,86,MD,8.3,no,197.4,369-7049,60,35.17,19.07,no,2.24,224.4,2,206.9,0
652,100,133,0,0,10.98,408,105,OH,11.8,no,244.1,380-4374,119,20.03,16.93,no,3.19,199.2,4,117.8,1
653,45,106,1,0,8.19,408,107,PA,10.7,yes,181.9,403-9167,89,22.73,15.96,no,2.89,,2,133.7,1
654,120,80,2,0,,415,147,NJ,5.8,no,167,330-4978,140,45.68,25.59,no,1.57,,1,268.7,1
655,101,62,2,0,10.84,408,97,VA,,no,240.8,346-5611,90,29.38,17.41,no,2.46,204.8,8,172.8,0
656,106,84,1,33,9.6,415,101,ND,13,no,213.4,400-7253,108,27.05,12.73,yes,3.51,149.8,18,159.1,0
657,82,85,0,0,,408,94,SD,11.3,no,200.4,358-5826,85,35.67,16.53,no,3.05,194.5,3,209.8,0
658,138,109,0,0,,408,109,MN,11.5,no,209.7,414-7410,118,27.64,13.09,no,3.11,154,4,,0
659,102,78,0,0,9.26,408,64,WI,11,no,205.8,408-5916,120,14.79,16.46,no,2.97,193.6,5,87,0
660,121,100,0,38,13.05,510,131,WI,9.8,no,290,369-3756,61,38.2,24.99,yes,2.65,,6,224.7,0
661,140,142,1,0,6.88,415,119,MI,10.9,yes,152.9,358-2694,88,23.94,19.43,no,2.94,228.6,7,140.8,0
662,78,93,1,0,11.17,415,129,RI,14.2,no,248.2,406-5584,114,16.73,21.22,no,3.83,249.6,4,98.4,0
663,78,147,5,36,4.41,415,105,NJ,13.8,no,98,379-7009,125,43.21,19.39,yes,3.73,228.1,7,254.2,0
664,85,114,1,0,8.07,415,86,NH,7.4,no,179.3,406-4588,124,28.83,5.01,no,2,,8,169.6,0
665,125,67,0,0,,415,86,TN,10.9,no,272.8,414-9717,97,30.57,14.72,no,2.94,173.2,4,179.8,0
666,107,147,3,33,9.6,510,110,NY,10.4,no,213.4,421-7205,87,42.76,19.9,yes,2.81,234.1,6,251.5,0
667,123,100,3,32,8.64,415,101,IN,12.6,no,192,406-7643,106,21.28,19.63,yes,3.4,230.9,9,125.2,0
668,102,107,0,0,8.35,415,117,MD,11.7,no,185.6,350-2384,92,41.12,10.79,no,3.16,126.9,6,241.9,0
669,90,109,6,29,10.11,415,98,AR,,no,224.7,409-6588,128,18.9,22.4,yes,2.43,,6,111.2,1
670,110,134,1,0,10.65,415,64,AL,,no,236.6,352-2998,105,30.26,13.07,no,3.16,153.8,4,178,0
671,137,145,0,0,12.49,408,100,MN,13.1,no,277.6,412-8769,123,41.09,11.54,no,3.54,135.8,3,241.7,0
672,95,119,5,15,3.7,415,110,NM,8.7,yes,82.3,352-5118,107,27.2,17.81,yes,2.35,209.5,5,160,1
673,107,22,0,0,9.1,408,93,SC,9.5,no,202.3,331-5138,96,18.75,14.15,no,2.57,166.5,5,110.3,0
674,138,133,2,0,5.28,408,117,MI,12.8,no,117.3,387-9137,103,47.14,19.41,no,3.46,228.4,4,,1
675,116,3,2,27,12.65,510,78,NV,11.4,no,281.1,344-2416,93,11.46,20.74,yes,3.08,244,2,67.4,0
676,105,98,2,29,11.16,510,101,OH,6.6,no,248.1,347-6393,108,18.89,18.52,yes,1.78,217.9,3,111.1,0
677,93,105,2,0,,408,106,NV,16.2,no,243.5,415-1203,55,28.24,14.95,no,4.37,175.9,3,,0
678,111,155,3,0,7.58,415,92,FL,11.3,no,168.5,343-4772,122,30.84,14.25,no,3.05,167.7,3,181.4,0
679,148,115,3,0,,510,87,NH,15.4,no,240.3,399-8859,96,18.65,19.02,no,4.16,223.8,8,109.7,0
680,91,137,2,0,11.46,415,100,AZ,,no,254.7,370-4395,75,23.99,12.51,no,2.16,147.2,7,141.1,0
681,105,41,1,0,11.42,415,105,NY,9.6,no,253.7,393-9985,104,35.68,10.36,no,2.59,121.9,4,,0
682,101,115,3,0,9.6,415,60,IN,12.3,no,213.4,370-9622,82,38.49,23.53,no,3.32,,4,226.4,1
683,101,116,1,0,9.45,415,95,SD,10,no,210.1,365-5629,87,10.83,16.64,no,2.7,,6,63.7,0
684,87,138,0,29,11.53,415,123,MO,14.2,no,256.2,408-1340,130,32.32,18.97,yes,3.83,,6,190.1,0
685,54,132,0,10,,415,68,OH,11.5,no,142.3,375-5414,116,31.09,24.85,yes,3.11,292.4,4,182.9,0
686,99,33,0,0,,415,102,AR,6.4,yes,123.8,411-8956,104,27.88,13.01,no,1.73,153.1,4,164,0
687,88,111,5,0,,510,84,MD,12,no,184.9,372-8883,88,20.93,18.18,no,3.24,213.9,2,123.1,1
688,67,161,4,0,7.23,415,97,NY,5.4,no,160.6,351-7269,128,56.59,27.01,no,1.46,317.8,9,332.9,1
689,137,65,4,0,9.4,415,83,IN,12.7,no,208.8,329-6603,111,21.95,19.42,no,3.43,228.5,6,129.1,1
690,106,155,1,39,11.87,408,101,LA,5.1,no,263.7,353-4880,90,31.16,17.43,yes,1.38,205.1,7,183.3,0
691,119,37,0,0,10.19,510,86,TX,9.8,yes,226.4,346-2020,100,29.39,15.56,no,2.65,183,1,172.9,1
692,30,155,2,0,6.09,408,125,NH,10.8,no,135.3,353-6300,106,36.84,12.27,no,2.92,144.3,1,216.7,0
693,102,28,3,0,12.61,415,87,ME,9.7,no,280.2,402-5014,115,40.26,14.2,no,2.62,167.1,3,236.8,0
694,65,146,1,0,9.64,510,93,AK,11.2,yes,214.3,383-6544,128,22.61,22.34,no,3.02,262.8,3,133,0
695,93,155,2,0,7.15,408,102,MS,15.1,no,159,334-3142,109,27.71,17.33,no,4.08,203.9,4,163,0
696,73,105,3,0,5.14,408,83,ME,13.3,no,114.2,406-2032,90,19.64,22.72,no,3.59,267.3,5,,0
697,65,98,2,0,,415,109,TN,6,no,219.5,351-7016,104,27.68,15.73,no,1.62,185,3,162.8,0
698,89,98,0,22,4.84,415,143,TN,9.7,no,107.6,376-9249,42,47.31,7.94,yes,2.62,93.4,5,278.3,0
699,107,115,6,26,10.16,415,77,LA,13.6,no,225.7,386-6306,71,28.99,18.46,yes,3.67,217.2,5,170.5,0
700,126,58,4,0,7.14,510,108,WY,14.4,no,158.6,354-2762,88,35.72,21.16,no,3.89,248.9,2,210.1,0
701,90,79,1,0,9.56,415,91,TX,13,no,212.4,330-8142,129,24.48,11.54,no,3.51,135.8,4,144,0
702,95,112,0,17,7.05,415,125,MA,9.7,no,156.7,358-7379,95,31.14,21.49,yes,2.62,252.8,3,183.2,0
703,102,133,0,0,5.03,510,90,DE,,no,111.7,333-2906,103,41.79,22.5,no,3.02,264.7,7,245.8,0
704,95,117,2,0,9.57,510,110,GA,13.3,no,212.7,347-1914,92,25.48,21.77,no,3.59,256.1,13,149.9,0
705,118,68,1,24,7.86,415,116,FL,14.7,no,174.7,360-7076,71,29.92,23.62,yes,3.97,277.9,7,,0
706,78,63,1,0,10.7,415,133,OK,12.8,no,237.7,388-7355,121,21.88,20.47,no,3.46,240.8,6,128.7,0
707,101,112,0,0,8.25,510,82,RI,11.4,no,183.4,341-3464,107,33.05,16.18,no,3.08,190.3,2,194.4,0
708,85,85,0,0,7.6,415,117,NE,5.4,no,168.8,416-5662,72,44.17,20.6,no,1.46,242.3,1,259.8,0
709,94,48,2,0,8.88,510,103,IN,7.2,no,197.4,342-6696,94,51.07,11.32,no,1.94,133.2,5,300.4,0
710,96,59,0,0,6.24,408,123,AK,10.2,no,138.6,416-1845,106,27.12,14.21,no,2.75,167.2,4,159.5,0
711,81,87,3,0,8.25,510,103,SD,13.7,no,183.4,363-3818,96,31.37,14.62,no,3.7,172,3,184.5,0
712,129,121,3,30,,408,77,CO,5.8,no,181.2,370-7574,77,33.73,6.4,yes,1.57,75.3,3,198.4,1
713,56,163,4,0,6.87,510,79,AZ,10.6,no,152.7,354-4568,84,30.38,18.33,no,2.86,215.7,2,178.7,0
714,107,143,1,0,8.12,510,117,WA,10.2,no,180.4,362-3107,85,22.68,19.03,no,2.75,223.9,13,133.4,0
715,44,135,1,0,10.44,415,109,HI,8.4,no,231.9,333-4492,100,32.45,13.72,no,2.27,161.4,2,190.9,0
716,151,146,1,0,7.52,415,89,OK,6.1,no,167.2,335-4584,91,35.07,12.63,no,1.65,148.6,3,206.3,0
717,124,145,1,0,13.01,408,86,VA,7.6,no,289.2,392-6239,135,33.86,10.71,no,2.05,126,3,199.2,0
718,87,83,1,0,5.45,408,126,UT,11.7,yes,121.1,380-3561,105,46.16,18.39,no,3.16,216.3,4,271.5,0
719,107,157,1,30,14.5,510,108,OR,7.1,no,322.2,334-1311,114,33.03,20.67,yes,1.92,243.2,5,194.3,0
720,115,96,3,33,7.98,415,87,NM,10.4,no,177.4,395-9214,84,31.16,17.12,yes,2.81,201.4,15,183.3,0
721,93,74,3,0,7.1,415,78,NJ,,no,157.8,389-4083,101,39.25,18.96,no,2.62,223,2,230.9,0
722,107,73,2,28,8.96,510,123,ID,,no,199.1,394-4512,139,33.69,11.82,yes,2.38,139.1,1,198.2,0
723,112,88,4,0,8.58,415,70,ME,11.6,no,190.6,405-5513,75,14.57,18.84,no,3.13,221.6,3,85.7,1
724,104,116,3,0,12.53,415,79,OR,,yes,278.5,331-7425,109,36.62,17.41,no,3.4,204.8,5,,0
725,97,98,3,29,7.39,415,89,DE,12.8,no,164.3,327-5817,76,30.58,16.08,yes,3.46,189.2,7,179.9,0
726,112,99,3,0,10.17,510,89,RI,15.8,no,226.1,386-3671,89,36.92,20.97,no,4.27,246.7,7,217.2,0
727,104,107,2,0,6.92,510,68,MS,11,yes,153.8,340-8875,67,46.5,15.62,no,2.97,183.8,9,273.5,0
728,106,127,1,0,9.32,415,168,FL,5.9,no,207.2,416-1676,119,45.32,22.51,no,1.59,264.8,2,266.6,1
729,135,171,1,0,9.31,415,74,WY,12.3,no,206.9,358-8025,124,39.3,16.04,no,3.32,,1,231.2,0
730,60,131,1,24,9.48,415,78,MT,9.4,no,210.6,353-3492,121,23.1,19.82,yes,2.54,233.2,4,135.9,0
731,106,91,3,0,8.8,510,113,FL,12,no,195.6,379-5592,129,34.53,17.86,no,3.24,210.1,3,203.1,0
732,66,119,3,29,6.64,415,114,RI,7.6,no,147.6,329-3222,76,20.03,21.83,yes,2.05,256.8,3,117.8,0
733,99,60,2,0,10.12,510,131,ND,15.1,no,224.9,353-9339,112,34.54,20.04,no,4.08,,6,203.2,0
734,103,122,1,33,7.41,408,105,NM,13.5,no,164.6,370-9755,116,29.73,21.1,yes,3.65,248.2,3,174.9,1
735,112,100,4,0,11.49,408,102,VT,12,yes,255.3,340-9449,95,37.3,19.18,no,3.24,225.7,4,219.4,0
736,105,106,0,30,7.13,415,109,OH,13.1,no,158.4,352-2270,96,37.42,18.89,yes,3.54,,8,220.1,0
737,70,69,3,0,11.7,510,108,TN,12.5,no,259.9,358-1912,119,33.2,18.42,no,3.38,216.7,4,195.3,0
738,103,153,1,0,7.95,510,90,WI,10.1,no,176.7,349-3112,126,27.12,23.42,no,2.73,275.5,2,159.5,1
739,111,74,3,0,13.01,510,42,AR,9.9,no,289.2,329-9046,83,25.25,12.45,no,2.67,,6,148.5,0
740,92,101,3,0,8.86,415,110,VT,13.3,no,196.9,411-5334,116,23.15,18.78,no,3.59,220.9,7,136.2,0
741,86,67,0,41,6.99,415,93,NE,13.4,no,155.3,380-3311,108,29.7,13.65,yes,3.62,160.6,1,174.7,0
742,97,72,1,0,7.83,408,105,KY,8,no,174.1,407-9290,94,30.11,15.7,no,2.16,,6,177.1,0
743,123,103,1,0,9.71,415,87,TN,6.4,no,215.8,384-7724,96,24.02,21.56,no,1.73,253.6,2,141.3,0
744,79,110,0,0,12.01,415,90,KS,14.5,yes,266.9,383-1657,91,49.86,16.02,no,3.92,188.5,4,293.3,1
745,95,55,2,20,11.26,408,113,NH,12.5,no,250.2,373-7690,102,32.18,10.08,yes,3.38,118.6,4,189.3,0
746,90,80,3,0,7.62,408,98,DC,9.5,no,169.4,327-9957,80,8.76,13.94,no,2.57,164,4,51.5,0
747,74,105,2,0,10.26,415,125,WY,13.2,no,228.1,373-2339,113,17.48,23.94,no,3.56,281.7,5,102.8,0
748,121,39,1,36,9.99,415,113,OH,12,no,222.1,421-9752,131,24.09,19.75,yes,3.24,232.3,5,141.7,0
749,123,40,6,0,9.54,510,108,MN,11.3,no,212,350-7114,64,13.89,17.87,no,3.05,210.2,3,81.7,1
750,114,105,1,20,15.06,415,91,NH,8.9,no,334.7,381-4076,104,31.77,21.79,yes,2.4,256.3,2,186.9,0
751,76,176,3,0,6.95,415,131,ME,10.1,no,154.4,408-6621,80,37.94,18.22,no,2.73,214.4,2,223.2,0
752,132,24,0,0,8.34,415,129,HI,16.2,no,185.4,329-8788,136,40.05,9.85,no,4.37,115.9,2,235.6,0
753,97,68,3,22,8.1,408,94,ND,4.8,no,180,421-2723,114,14.03,24.64,yes,1.3,289.9,4,82.5,0
754,59,72,4,33,7.35,510,98,WV,6.2,no,163.3,418-6651,117,16.42,26.81,yes,1.67,315.4,4,96.6,1
755,91,74,2,33,6.21,510,96,MN,14.6,no,138,344-5117,92,32.93,20.92,yes,3.94,246.1,3,193.7,0
756,121,112,4,27,8.54,415,101,CT,11.1,no,189.8,418-5708,99,36.21,19.23,yes,3,226.2,3,213,0
757,98,66,3,0,8.17,415,74,MA,10.5,no,181.5,416-7393,94,19.79,8.13,no,2.84,95.6,3,,0
758,98,123,3,0,14.67,415,95,NE,11.1,no,326,330-6208,91,25.5,7.63,no,3,89.8,3,150,0
759,109,90,1,29,8.03,408,103,SC,5.8,no,178.4,407-6748,97,25.52,22.5,yes,1.57,264.7,4,150.1,0
760,73,82,0,0,12.02,510,120,OK,10.6,no,267.1,393-4823,102,56.07,17.71,no,2.86,208.3,6,329.8,1
761,97,97,1,15,7.08,415,126,MT,6.4,no,157.4,416-7013,113,19.99,16.69,yes,1.73,196.3,3,117.6,0
762,116,58,2,0,4.74,415,103,KY,9.3,no,105.4,409-2983,94,42.02,25.81,no,2.51,303.7,2,247.2,1
763,122,152,2,0,8.93,408,87,MO,,no,198.5,404-4611,124,17.2,12.04,no,2.03,141.6,3,101.2,0
764,101,146,3,0,13.97,415,77,VA,10.3,no,310.5,363-3571,83,34.92,11.47,no,2.78,134.9,2,205.4,0
765,80,132,1,0,,510,90,ND,6.2,no,87.5,372-1824,90,27.74,14.25,no,1.67,167.6,10,163.2,0
766,79,121,1,0,11,408,116,MT,7.5,no,244.4,334-4354,102,36.24,10.26,no,2.03,120.7,4,213.2,0
767,136,77,2,0,11.36,510,115,VA,12.3,no,252.4,367-1398,73,24.63,12.86,no,3.32,,3,144.9,0
768,66,41,1,0,11.79,415,75,AK,11.1,no,261.9,378-7733,76,27.08,10.7,no,3,125.9,5,159.3,0
769,129,130,1,0,6.38,408,104,IN,12.6,no,141.8,334-9818,124,19.65,14.26,no,3.4,167.8,9,115.6,0
770,88,69,3,0,8.73,415,86,PA,10.8,no,194,395-6149,83,24.41,12.05,no,2.92,141.8,5,143.6,0
771,94,57,0,25,9.61,408,75,OK,8.3,no,213.5,395-2854,116,30.06,16.58,yes,2.24,195,4,176.8,0
772,101,62,2,0,11.03,408,93,DE,11.2,no,245,377-9932,131,30.99,27.9,no,3.02,328.2,1,182.3,0
773,90,56,2,0,13.53,408,115,OH,11.9,no,300.7,349-2654,89,15.49,15.24,no,3.21,179.3,8,91.1,0
774,108,22,1,0,8.68,510,88,NV,12.5,no,192.9,393-6475,115,27.27,18.54,no,3.38,218.1,4,160.4,0
775,82,154,2,32,9.23,510,134,IN,9,no,205,389-2631,74,32.69,14.05,yes,2.43,165.3,1,192.3,0
776,85,122,1,45,9.16,408,93,MS,14,no,203.5,402-8930,110,25.13,12.53,yes,3.78,147.4,5,147.8,0
777,150,123,0,0,11.61,408,90,OH,14.9,no,258,420-9575,93,17.85,21.39,no,4.02,251.6,5,105,0
778,105,101,1,0,9.45,510,75,AK,8.5,no,210,411-4940,93,29.73,22.27,no,2.3,262,5,174.9,0
779,78,104,2,0,9.16,415,119,WA,11.3,no,203.6,390-2320,102,23.75,17.22,no,3.05,202.6,5,139.7,0
780,101,122,4,0,,510,77,GA,9.7,yes,120.1,411-5677,133,23.8,16.69,no,2.62,196.4,4,140,1
781,103,132,3,36,11.65,510,125,FL,10.5,no,258.8,334-9505,102,38.45,15.44,yes,2.84,181.6,5,226.2,1
782,95,94,0,0,5.77,415,92,RI,7.7,no,128.2,348-9945,129,23.7,13.52,no,2.08,159.1,3,139.4,0
783,97,64,3,0,9.67,408,97,IN,10.4,no,214.9,350-1126,89,19.35,16.35,no,2.81,192.3,1,113.8,0
784,116,64,1,0,12.3,408,110,VT,8.9,no,273.4,349-2157,91,24.74,19.41,no,2.4,228.4,8,,0
785,145,153,2,0,,510,103,NJ,8,no,197.8,407-2441,71,20.83,23.23,no,2.16,273.3,3,122.5,0
